Timestamp,Email Address,1. Age (in January 2025) ,2. Gender,3. Citizenship Status,4. What is your household's monthly income range?  ,5. Number of SPM subjects,6. Grades for each core SPM subjects  [Bahasa Melayu],6. Grades for each core SPM subjects  [Bahasa Inggeris],6. Grades for each core SPM subjects  [Sejarah],6. Grades for each core SPM subjects  [Matematik],"7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Islam]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Moral]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Matematik Tambahan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Fizik]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Kimia]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Biologi]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Prinsip Perakaunan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Ekonomi]",8. PAJSK Score (range: 0.00 – 10.00),"9. Top 5 Co-curricular Highest Achievements

Example:
- Gold Medalist in the International Mathematics Olympiad (IMO) 2023
- President of the Science & Innovation Club, Organized National STEM Fair 2022
- Captain of the State Football Team, Represented Malaysia in ASEAN Youth Championship
(Please continue in this format until you have listed 5 achievements.)","10. What is your CGPA for your pre-university program?
(e.g., Diploma, Foundation, Matrikulasi, or STPM)

Example: 
3.96","11. What is your CGPA for your first semester in degree study? 

Example: 
3.96  ",12. What is your current field of study?,"13. Are you currently receiving a merit-based scholarship (not a loan or PTPTN)?
(e.g., JPA, university excellence scholarship, state foundation scholarships, etc)"
5/10/2025 12:41,,21,Male,Malaysian,"Above RM15,040",8,A-,B,D,B+,B,None,E,B+,A+,None,A+,B+,8.28,"""- Booth Helper during Sports Day
- Participated in School Clean-up
- Joined Photography Club
- Attended Motivational Camp
- Member of Library Club""
",3.14,3.3,Economics / Public Policy,No
5/10/2025 12:42,,21,Male,Malaysian,"Above RM15,040",9,C+,G,B,C,C,None,E,C+,D,B,None,None,6.67,"""- Represented School in Drama
- Committee Member of Eco Club
- Volunteer in Blood Donation Drive
- Class Monitor
- Assistant Treasurer of Club""
",3.67,3.91,Law / Legal Studies,No
5/10/2025 12:47,,20,Male,Malaysian,"Above RM15,040",9,C+,E,G,A+,C,None,None,A,None,G,A,C+,4.94,"""- Represented School in Drama
- Committee Member of Eco Club
- Volunteer in Blood Donation Drive
- Class Monitor
- Assistant Treasurer of Club""
",3.92,3.69,Computer Science & Information Technology,No
5/10/2025 12:52,,22,Female,Malaysian,"RM10,971 – RM15,040",8,E,B,B+,A+,G,None,A+,A+,None,B,None,C,6.73,"""- Represented School in Drama
- Committee Member of Eco Club
- Volunteer in Blood Donation Drive
- Class Monitor
- Assistant Treasurer of Club""
",3.32,3.53,"Business, Management & Finance",No
5/10/2025 16:58,,22,Female,Malaysian,"Above RM15,040",9,B,B+,G,B+,None,C,B,E,A,None,A,None,9.76,"""- Member of Library Club
- Booth Helper during Sports Day
- Participated in School Clean-up
- Joined Photography Club
- Attended Motivational Camp""
",3.34,3.61,"Business, Management & Finance",No
5/10/2025 17:01,,23,Female,Malaysian,"RM10,971 – RM15,040",10,G,A+,D,A,None,A,B+,None,C+,C+,None,B,5.87,"""- National Debate Champion
- President of Robotics Club
- State-level Math Olympiad
- Best Prefect Award
- Lead Organizer of Innovation Fair""
",2.64,3.45,Others,No
5/10/2025 17:02,,23,Female,Malaysian,"Below RM4,850",10,A-,D,C+,C+,G,None,B+,B+,B+,None,B+,None,9.1,"""- Booth Helper during Sports Day
- Joined Photography Club
- Attended Motivational Camp
- Member of Library Club
- Participated in School Clean-up""
",3.51,3.43,Law / Legal Studies,No
5/10/2025 17:25,,22,Female,Malaysian,"Above RM15,040",11,D,C+,G,C+,None,G,None,E,B+,None,E,None,7.13,"""- Assistant Treasurer of Club
- Committee Member of Eco Club
- Volunteer in Blood Donation Drive
- Represented School in Drama
- Class Monitor""
",3.79,3.62,Others,No
5/10/2025 17:26,,21,Female,Malaysian,"Below RM4,850",10,D,C+,A+,A+,C,None,C+,B,B,D,None,A-,7.24,"""- Represented School in Drama
- Class Monitor
- Volunteer in Blood Donation Drive
- Assistant Treasurer of Club
- Committee Member of Eco Club""
",3.78,2.78,Computer Science & Information Technology,No
5/10/2025 17:28,,20,Female,Malaysian,"RM4,851 – RM7,100",11,B+,A,B,B+,None,C,A-,A+,D,E,None,D,6.15,"""- Assistant Treasurer of Club
- Committee Member of Eco Club
- Represented School in Drama
- Class Monitor
- Volunteer in Blood Donation Drive""
",2.59,3.68,Economics / Public Policy,No
5/10/2025 17:32,,22,Female,Malaysian,"Below RM4,850",9,C+,B,C+,C+,None,C+,A,G,G,None,None,None,6.07,"""- Volunteer in Blood Donation Drive
- Class Monitor
- Assistant Treasurer of Club
- Represented School in Drama
- Committee Member of Eco Club""
",3.07,2.79,Actuarial Science / Statistics,No
5/10/2025 17:33,,22,Female,Malaysian,"RM4,851 – RM7,100",10,C+,C,G,G,None,A,C+,C+,None,None,None,D,8.8,"""- Volunteer in Blood Donation Drive
- Class Monitor
- Represented School in Drama
- Committee Member of Eco Club
- Assistant Treasurer of Club""
",3.78,2.51,"Business, Management & Finance",No
5/10/2025 17:34,,21,Female,Malaysian,"RM7,101 – RM10,970",11,A,B+,A-,C,A,None,D,A+,None,None,None,G,5.35,"""- Participated in School Clean-up
- Booth Helper during Sports Day
- Attended Motivational Camp
- Member of Library Club
- Joined Photography Club""
",3.16,2.51,Law / Legal Studies,No
5/10/2025 17:35,,22,Female,Malaysian,"RM4,851 – RM7,100",8,C+,C+,D,D,None,E,E,G,G,E,C+,B+,8.93,"""- Class Monitor
- Volunteer in Blood Donation Drive
- Represented School in Drama
- Assistant Treasurer of Club
- Committee Member of Eco Club""
",2.73,2.32,Computer Science & Information Technology,No
5/10/2025 17:36,,22,Female,Malaysian,"RM4,851 – RM7,100",9,D,E,A+,D,None,B,C,None,A+,None,E,B+,5.4,"""- Class Monitor
- Assistant Treasurer of Club
- Committee Member of Eco Club
- Represented School in Drama
- Volunteer in Blood Donation Drive""
",3.13,2.71,Computer Science & Information Technology,No
5/10/2025 17:38,,23,Female,Malaysian,"Above RM15,040",10,B,B,E,B,None,B+,None,B,D,None,G,C+,4.61,"""- Committee Member of Eco Club
- Assistant Treasurer of Club
- Class Monitor
- Volunteer in Blood Donation Drive
- Represented School in Drama""
",2.9,3.52,Law / Legal Studies,No
5/10/2025 17:39,,23,Female,Malaysian,"RM4,851 – RM7,100",8,A+,D,B+,C+,None,B,None,C+,A+,A-,C,D,5.5,"""- Booth Helper during Sports Day
- Participated in School Clean-up
- Attended Motivational Camp
- Member of Library Club
- Joined Photography Club""
",3.08,3.96,Computer Science & Information Technology,No
5/10/2025 17:40,,21,Female,Malaysian,"Below RM4,850",8,A,E,B+,D,None,B,None,A+,None,None,D,None,5.59,"""- Attended Motivational Camp
- Joined Photography Club
- Member of Library Club
- Booth Helper during Sports Day
- Participated in School Clean-up""
",2.99,2.58,Science & Mathematics,No
5/10/2025 17:41,,21,Female,Malaysian,"Below RM4,850",9,B+,A+,A+,G,None,G,A,D,G,A+,A-,None,8.85,"""- Joined Photography Club
- Participated in School Clean-up
- Attended Motivational Camp
- Member of Library Club
- Booth Helper during Sports Day""
",3.71,3.05,Science & Mathematics,No
5/10/2025 17:42,,20,Female,Malaysian,"RM10,971 – RM15,040",9,A-,B,A+,D,None,E,D,A-,C+,None,G,None,7.55,"""- Committee Member of Eco Club
- Represented School in Drama
- Class Monitor
- Volunteer in Blood Donation Drive
- Assistant Treasurer of Club""
",3.31,3.07,Computer Science & Information Technology,No
5/10/2025 17:43,,23,Female,Malaysian,"Above RM15,040",9,A-,A+,G,C+,C+,None,None,None,C,D,None,B,6.27,"""- Booth Helper during Sports Day
- Attended Motivational Camp
- Participated in School Clean-up
- Member of Library Club
- Joined Photography Club""
",3.75,2.52,"Business, Management & Finance",No
5/10/2025 17:56,,23,Female,Malaysian,"RM4,851 – RM7,100",8,B+,A,A+,G,None,D,G,C+,A,B+,None,C+,9.08,"""- National Debate Champion
- President of Robotics Club
- State-level Math Olympiad
- Best Prefect Award
- Lead Organizer of Innovation Fair""
",3.2,3.39,Economics / Public Policy,No
5/10/2025 17:57,,22,Female,Malaysian,"RM10,971 – RM15,040",10,A+,G,B,E,A,None,None,B+,None,B+,D,E,8.11,"""- Member of Library Club
- Joined Photography Club
- Booth Helper during Sports Day
- Participated in School Clean-up
- Attended Motivational Camp""
",3.65,3.28,Accounting,No
5/10/2025 17:59,,23,Female,Malaysian,"RM10,971 – RM15,040",10,A-,A-,E,C,None,A-,G,C+,None,None,None,None,6.77,"""- Class Monitor
- Volunteer in Blood Donation Drive
- Assistant Treasurer of Club
- Committee Member of Eco Club
- Represented School in Drama""
",3.06,3.24,"Business, Management & Finance",No
5/10/2025 18:00,,23,Female,Malaysian,"RM7,101 – RM10,970",11,D,C,A+,A+,None,G,A-,None,B,None,C+,B,9.56,"""- Assistant Treasurer of Club
- Represented School in Drama
- Committee Member of Eco Club
- Volunteer in Blood Donation Drive
- Class Monitor""
",3.03,2.54,Actuarial Science / Statistics,No
5/10/2025 18:01,,21,Female,Malaysian,"Above RM15,040",9,B,B,A,G,None,G,None,None,None,None,G,None,5.02,"""- Volunteer in Blood Donation Drive
- Committee Member of Eco Club
- Assistant Treasurer of Club
- Represented School in Drama
- Class Monitor""
",3.67,3.87,Engineering,No
5/10/2025 18:02,,21,Female,Malaysian,"RM10,971 – RM15,040",9,A,B+,G,A+,None,A+,A+,G,E,None,C,None,8.64,"""- National Debate Champion
- President of Robotics Club
- State-level Math Olympiad
- Best Prefect Award
- Lead Organizer of Innovation Fair""
",3.36,2.45,Engineering,No
5/10/2025 18:03,,21,Female,Malaysian,"RM10,971 – RM15,040",8,C+,A,D,G,E,None,A,C,None,A-,B+,G,5.58,"""- Assistant Treasurer of Club
- Represented School in Drama
- Committee Member of Eco Club
- Volunteer in Blood Donation Drive
- Class Monitor""
",3.67,2.45,Engineering,No
5/10/2025 18:04,,Others,Female,Malaysian,"Below RM4,850",8,C,C,C+,C+,C+,None,A+,None,C+,None,None,A-,6.92,"""- Joined Photography Club
- Member of Library Club
- Booth Helper during Sports Day
- Participated in School Clean-up
- Attended Motivational Camp""
",3.67,2.85,"Business, Management & Finance",No
5/10/2025 18:06,,20,Female,Malaysian,"Below RM4,850",9,G,A-,B,A+,None,A,D,B+,None,E,G,D,7.93,"""- Represented School in Drama
- Committee Member of Eco Club
- Assistant Treasurer of Club
- Class Monitor
- Volunteer in Blood Donation Drive""
",2.76,2.78,Accounting,No
5/10/2025 18:07,,21,Female,Malaysian,"RM10,971 – RM15,040",10,A+,A,C,B,None,A,C,C,A,None,G,None,5.53,"""- Assistant Treasurer of Club
- Class Monitor
- Volunteer in Blood Donation Drive
- Committee Member of Eco Club
- Represented School in Drama""

",2.87,3.2,Engineering,No
5/10/2025 18:08,,21,Female,Malaysian,"RM10,971 – RM15,040",10,A+,C+,C+,C+,None,B+,None,None,A+,None,None,None,8.98,"""- Committee Member of Eco Club
- Volunteer in Blood Donation Drive
- Assistant Treasurer of Club
- Class Monitor
- Represented School in Drama""
",3.85,3.42,Computer Science & Information Technology,No
5/10/2025 18:09,,20,Female,Malaysian,"RM10,971 – RM15,040",9,G,B+,C,B+,C,None,None,None,E,A-,None,None,5.61,"""- Represented School in Drama
- Volunteer in Blood Donation Drive
- Class Monitor
- Committee Member of Eco Club
- Assistant Treasurer of Club""
",3.99,3.96,Actuarial Science / Statistics,No
5/10/2025 18:10,,20,Female,Malaysian,"Above RM15,040",11,C+,A,E,E,A-,None,A-,None,None,None,C,B,5.34,"""- Joined Photography Club
- Attended Motivational Camp
- Participated in School Clean-up
- Booth Helper during Sports Day
- Member of Library Club""
",3.64,3.34,Economics / Public Policy,No
5/10/2025 18:11,,21,Female,Malaysian,"Above RM15,040",10,G,B+,B+,A+,None,A,D,G,C+,C,A-,B+,4.68,"""- Attended Motivational Camp
- Booth Helper during Sports Day
- Joined Photography Club
- Member of Library Club
- Participated in School Clean-up""
",3.64,2.41,Accounting,No
5/10/2025 18:12,,Others,Female,Malaysian,"RM10,971 – RM15,040",10,D,C+,D,B+,None,C,None,None,None,None,G,None,7.39,"""- Committee Member of Eco Club
- Assistant Treasurer of Club
- Represented School in Drama
- Volunteer in Blood Donation Drive
- Class Monitor""
",3.82,2.72,"Business, Management & Finance",No
5/10/2025 18:13,,22,Female,Malaysian,"Below RM4,850",10,E,A+,B+,B,None,C,None,None,A-,G,None,None,9.47,"""- Participated in School Clean-up
- Member of Library Club
- Attended Motivational Camp
- Booth Helper during Sports Day
- Joined Photography Club""
",3.67,3.89,Computer Science & Information Technology,No
5/10/2025 18:14,,23,Female,Malaysian,"RM4,851 – RM7,100",9,C+,D,A+,A-,None,G,None,None,None,C+,None,None,8.88,"""- Attended Motivational Camp
- Member of Library Club
- Participated in School Clean-up
- Joined Photography Club
- Booth Helper during Sports Day""

",2.63,3.5,Computer Science & Information Technology,No
5/10/2025 18:15,,23,Female,Malaysian,"Above RM15,040",10,A-,C,E,C,A-,None,None,A-,A-,A+,B,None,9.79,"""- Volunteer in Blood Donation Drive
- Represented School in Drama
- Committee Member of Eco Club
- Assistant Treasurer of Club
- Class Monitor""
",2.51,3.6,"Business, Management & Finance",No
5/10/2025 18:16,,20,Female,Malaysian,"RM10,971 – RM15,040",10,E,A+,G,D,B+,None,D,D,G,E,E,None,5.64,"""- Joined Photography Club
- Member of Library Club
- Attended Motivational Camp
- Participated in School Clean-up
- Booth Helper during Sports Day""
",2.72,2.36,Science & Mathematics,No
5/10/2025 18:17,,22,Female,Malaysian,"Above RM15,040",9,A,A+,A,C,A-,None,G,None,None,None,None,None,8.62,"""- Booth Helper during Sports Day
- Attended Motivational Camp
- Participated in School Clean-up
- Joined Photography Club
- Member of Library Club""
",3.05,2.94,Law / Legal Studies,No
5/10/2025 18:19,,20,Female,Malaysian,"RM10,971 – RM15,040",10,A,B,D,A-,B,None,C,B+,None,E,None,G,9.64,"""- Volunteer in Blood Donation Drive
- Class Monitor
- Assistant Treasurer of Club
- Represented School in Drama
- Committee Member of Eco Club""
",3.29,3.99,Actuarial Science / Statistics,No
5/10/2025 18:20,,21,Female,Malaysian,"RM4,851 – RM7,100",10,D,E,D,D,G,None,B,None,A+,A,None,G,9.99,"""- Class Monitor
- Committee Member of Eco Club
- Represented School in Drama
- Volunteer in Blood Donation Drive
- Assistant Treasurer of Club""
",2.52,2.64,"Business, Management & Finance",No
5/10/2025 18:22,,21,Female,Malaysian,"Below RM4,850",9,E,E,C+,A+,C+,None,G,None,A-,C+,None,D,8.88,"""- Represented School in Drama
- Class Monitor
- Committee Member of Eco Club
- Assistant Treasurer of Club
- Volunteer in Blood Donation Drive""
",3.19,3.68,Computer Science & Information Technology,No
5/10/2025 18:24,,Others,Female,Malaysian,"Below RM4,850",10,B,G,C+,E,B+,None,C+,None,None,A-,A+,C,7.95,"""- Represented School in Drama
- Class Monitor
- Committee Member of Eco Club
- Volunteer in Blood Donation Drive
- Assistant Treasurer of Club""
",3.56,2.83,Economics / Public Policy,No
5/10/2025 18:25,,20,Female,Malaysian,"RM10,971 – RM15,040",8,B+,C+,D,B,E,None,A,A+,None,None,A+,None,9.48,"""- Represented School in Drama
- Assistant Treasurer of Club
- Class Monitor
- Volunteer in Blood Donation Drive
- Committee Member of Eco Club""
",3.66,2.54,Actuarial Science / Statistics,No
5/10/2025 18:27,,23,Female,Malaysian,"Above RM15,040",10,A-,B+,A+,D,None,E,B,None,None,None,D,None,5.07,"""- Volunteer in Blood Donation Drive
- Committee Member of Eco Club
- Assistant Treasurer of Club
- Represented School in Drama
- Class Monitor""

",2.98,2.63,Computer Science & Information Technology,No
5/10/2025 18:28,,21,Female,Malaysian,"RM7,101 – RM10,970",10,A,B,A-,A-,None,A,G,A,C+,None,B,None,5.44,"""- Volunteer in Blood Donation Drive
- Assistant Treasurer of Club
- Class Monitor
- Represented School in Drama
- Committee Member of Eco Club""
",2.7,3.1,Engineering,No
5/10/2025 18:30,,22,Female,Malaysian,"Below RM4,850",9,A,C,C,A-,None,G,C+,None,None,None,None,None,8.66,"""- Class Monitor
- Represented School in Drama
- Committee Member of Eco Club
- Assistant Treasurer of Club
- Volunteer in Blood Donation Drive""
","3,18",3.46,Law / Legal Studies,No
5/10/2025 18:32,,23,Female,Malaysian,"RM10,971 – RM15,040",9,B+,A-,G,B,None,C,C+,None,None,A+,A,D,9.15,"""- Booth Helper during Sports Day
- Member of Library Club
- Participated in School Clean-up
- Attended Motivational Camp
- Joined Photography Club""
",3.11,3.51,Engineering,No
5/10/2025 18:33,,20,Female,Malaysian,"Above RM15,040",10,B,E,D,C,None,B+,E,D,C+,G,C,None,6.38,"""- Joined Photography Club
- Member of Library Club
- Booth Helper during Sports Day
- Attended Motivational Camp
- Participated in School Clean-up""
",2.67,3.31,Law / Legal Studies,No
5/10/2025 18:34,,21,Female,Malaysian,"Below RM4,850",10,A-,B,C,A,G,None,None,D,None,B+,None,None,9.47,"""- Attended Motivational Camp
- Joined Photography Club
- Booth Helper during Sports Day
- Member of Library Club
- Participated in School Clean-up""
",3.3,2.96,Others,No
5/10/2025 18:35,,22,Female,Malaysian,"RM4,851 – RM7,100",9,C+,B,G,B,None,C+,None,G,None,A-,C,E,9.82,"""- Committee Member of Eco Club
- Volunteer in Blood Donation Drive
- Assistant Treasurer of Club
- Represented School in Drama
- Class Monitor""
",2.85,3.49,Accounting,No
5/10/2025 18:37,,22,Female,Malaysian,"RM10,971 – RM15,040",9,C,E,B+,A-,None,A-,C,None,C,A-,A,None,5.29,"""- Class Monitor
- Assistant Treasurer of Club
- Committee Member of Eco Club
- Volunteer in Blood Donation Drive
- Represented School in Drama""
",3.46,3.01,Computer Science & Information Technology,No
5/10/2025 18:38,,21,Female,Malaysian,"Above RM15,040",11,G,A-,D,E,None,E,None,B+,G,D,None,E,5.98,"""- Assistant Treasurer of Club
- Volunteer in Blood Donation Drive
- Committee Member of Eco Club
- Class Monitor
- Represented School in Drama""
",3.56,2.49,Law / Legal Studies,No
5/10/2025 18:39,,22,Female,Malaysian,"Below RM4,850",8,E,B,D,E,E,None,None,D,None,None,None,None,7.47,"""- Assistant Treasurer of Club
- Volunteer in Blood Donation Drive
- Committee Member of Eco Club
- Class Monitor
- Represented School in Drama""
",3.3,2.32,"Business, Management & Finance",No
5/10/2025 18:40,,21,Female,Malaysian,"RM10,971 – RM15,040",10,C+,C,C+,B,None,A-,G,None,None,None,D,None,7.65,"""- Member of Library Club
- Booth Helper during Sports Day
- Participated in School Clean-up
- Attended Motivational Camp
- Joined Photography Club""
",2.69,2.43,Science & Mathematics,No
5/10/2025 18:41,,23,Female,Malaysian,"RM7,101 – RM10,970",8,B,B,B,A+,G,None,G,None,None,A-,B+,E,9.24,"""- Volunteer in Blood Donation Drive
- Committee Member of Eco Club
- Represented School in Drama
- Assistant Treasurer of Club
- Class Monitor""
",3.63,3,Law / Legal Studies,No
5/10/2025 18:42,,21,Female,Malaysian,"RM10,971 – RM15,040",10,A-,B+,G,C+,B,None,None,A-,D,E,C,A,7.42,"""- Class Monitor
- Committee Member of Eco Club
- Represented School in Drama
- Volunteer in Blood Donation Drive
- Assistant Treasurer of Club""
",3.52,3.93,Economics / Public Policy,No
5/10/2025 18:44,,22,Female,Malaysian,"Below RM4,850",8,E,C+,C,G,None,C+,A,G,B+,None,None,C+,7.42,"""- Represented School in Drama
- Volunteer in Blood Donation Drive
- Class Monitor
- Committee Member of Eco Club
- Assistant Treasurer of Club""
",3.75,2.32,Economics / Public Policy,No
5/10/2025 18:45,,20,Female,Malaysian,"Below RM4,850",10,C+,B+,B,B,A+,None,A,G,None,None,None,C+,8.39,"""- Attended Motivational Camp
- Member of Library Club
- Booth Helper during Sports Day
- Participated in School Clean-up
- Joined Photography Club""
",3.48,3.83,Economics / Public Policy,No
5/10/2025 18:47,,23,Female,Malaysian,"RM4,851 – RM7,100",10,A-,B,B,D,D,None,None,C,None,None,None,A,6.03,"""- Attended Motivational Camp
- Participated in School Clean-up
- Joined Photography Club
- Booth Helper during Sports Day
- Member of Library Club""
",2.89,3.68,Computer Science & Information Technology,No
5/10/2025 18:49,,20,Female,Malaysian,"Below RM4,850",9,B+,G,C,A-,None,A,C,A,None,None,A,B,8.77,"""- Committee Member of Eco Club
- Class Monitor
- Assistant Treasurer of Club
- Volunteer in Blood Donation Drive
- Represented School in Drama""
",3.5,2.75,Science & Mathematics,No
5/10/2025 18:50,,23,Female,Malaysian,"RM10,971 – RM15,040",10,E,D,D,C,None,A,A+,D,E,None,B,A,6.51,"""- Volunteer in Blood Donation Drive
- Committee Member of Eco Club
- Represented School in Drama
- Assistant Treasurer of Club
- Class Monitor""
",2.76,2.37,Engineering,No
5/10/2025 18:51,,21,Female,Malaysian,"RM4,851 – RM7,100",9,C,A,C+,D,D,None,None,B+,G,C,E,None,7.25,"""- Participated in School Clean-up
- Attended Motivational Camp
- Member of Library Club
- Joined Photography Club
- Booth Helper during Sports Day""
",3.01,3.53,Actuarial Science / Statistics,No
5/10/2025 19:08,,21,Female,Malaysian,"RM4,851 – RM7,100",10,E,D,E,A-,A,None,A-,A+,G,A-,A+,None,9.01,"""- Attended Motivational Camp
- Participated in School Clean-up
- Booth Helper during Sports Day
- Member of Library Club
- Joined Photography Club""
",3.73,2.48,Computer Science & Information Technology,No
5/10/2025 19:10,,22,Female,Malaysian,"Above RM15,040",9,B+,C,C+,C,None,A,None,A-,B+,None,None,A,6.01,"""- Attended Motivational Camp
- Participated in School Clean-up
- Booth Helper during Sports Day
- Member of Library Club
- Joined Photography Club""
",3.16,3.87,Others,No
5/10/2025 19:20,,20,Female,Malaysian,"Below RM4,850",10,G,C,A-,A+,None,A,A-,None,None,None,D,None,5.63,"""- Booth Helper during Sports Day
- Participated in School Clean-up
- Joined Photography Club
- Attended Motivational Camp
- Member of Library Club""
",3.42,2.36,Accounting,No
5/10/2025 19:21,,20,Female,Malaysian,"RM10,971 – RM15,040",10,A,B,C+,C,E,None,A,None,None,None,None,None,7.29,"""- Class Monitor
- Represented School in Drama
- Assistant Treasurer of Club
- Committee Member of Eco Club
- Volunteer in Blood Donation Drive""
",2.67,2.55,Actuarial Science / Statistics,No
5/10/2025 19:23,,23,Female,Malaysian,"RM10,971 – RM15,040",9,A-,A+,A+,C+,None,B+,C+,None,None,A,None,None,5.47,"""- Attended Motivational Camp
- Participated in School Clean-up
- Booth Helper during Sports Day
- Member of Library Club
- Joined Photography Club""
",3.45,3.96,Accounting,No
5/10/2025 19:24,,22,Female,Malaysian,"RM7,101 – RM10,970",9,C+,B+,A,C+,A,None,C,None,B+,G,C,G,7,"""- Class Monitor
- Volunteer in Blood Donation Drive
- Committee Member of Eco Club
- Represented School in Drama
- Assistant Treasurer of Club""
",3.45,3.95,Accounting,No
5/10/2025 19:25,,20,Female,Malaysian,"RM4,851 – RM7,100",8,G,A+,B,A-,D,None,A-,None,B,None,D,None,7.86,"""- Represented School in Drama
- Assistant Treasurer of Club
- Committee Member of Eco Club
- Class Monitor
- Volunteer in Blood Donation Drive""
",3.79,2.67,Accounting,No
5/10/2025 19:26,,23,Female,Malaysian,"RM7,101 – RM10,970",8,C,B+,B+,C+,None,G,G,None,None,None,A+,D,8.53,"""- Member of Library Club
- Attended Motivational Camp
- Joined Photography Club
- Booth Helper during Sports Day
- Participated in School Clean-up""
",3.71,3.48,Economics / Public Policy,No
5/10/2025 19:28,,20,Female,Malaysian,"RM10,971 – RM15,040",9,E,A+,C,B+,C+,None,A,B,D,None,None,D,7.05,"""- Represented School in Drama
- Class Monitor
- Committee Member of Eco Club
- Assistant Treasurer of Club
- Volunteer in Blood Donation Drive""
",3.56,2.3,"Business, Management & Finance",No
5/10/2025 19:29,,22,Female,Malaysian,"RM10,971 – RM15,040",10,C+,E,A+,B,None,B,G,B+,None,C+,None,C+,9.38,"""- Attended Motivational Camp
- Participated in School Clean-up
- Joined Photography Club
- Booth Helper during Sports Day
- Member of Library Club""
",3.05,2.6,Economics / Public Policy,No
5/10/2025 19:30,,22,Female,Malaysian,"Below RM4,850",10,B+,A-,C+,B+,D,None,None,None,None,None,E,None,6.26,"""- Volunteer in Blood Donation Drive
- Class Monitor
- Represented School in Drama
- Committee Member of Eco Club
- Assistant Treasurer of Club""
",3.06,3.07,Accounting,No
5/10/2025 19:31,,22,Female,Malaysian,"Below RM4,850",9,E,E,B,D,None,A,D,C,None,A,B,A-,7.23,"""- Represented School in Drama
- Committee Member of Eco Club
- Assistant Treasurer of Club
- Volunteer in Blood Donation Drive
- Class Monitor""
",3.21,3.01,"Business, Management & Finance",No
5/10/2025 19:32,,23,Female,Malaysian,"Below RM4,850",9,A,A+,B+,E,None,C,C+,E,None,B,C+,None,6.19,"""- National Debate Champion
- President of Robotics Club
- State-level Math Olympiad
- Best Prefect Award
- Lead Organizer of Innovation Fair""
",3.68,2.69,Accounting,No
5/10/2025 19:34,,Others,Female,Malaysian,"Below RM4,850",8,B,D,A-,G,E,None,A-,None,None,None,B+,C+,7.66,"""- Participated in School Clean-up
- Booth Helper during Sports Day
- Joined Photography Club
- Attended Motivational Camp
- Member of Library Club""
",3.34,2.36,Engineering,No
5/10/2025 19:36,,21,Female,Malaysian,"RM7,101 – RM10,970",8,D,E,A-,E,None,A,None,D,None,None,None,E,9.87,"""- Booth Helper during Sports Day
- Member of Library Club
- Joined Photography Club
- Participated in School Clean-up
- Attended Motivational Camp""
",3.7,3.54,Law / Legal Studies,No
5/10/2025 19:37,,Others,Female,Malaysian,"RM7,101 – RM10,970",10,D,A+,A-,E,B,None,G,None,A,G,None,None,5.72,"""- Booth Helper during Sports Day
- Joined Photography Club
- Attended Motivational Camp
- Member of Library Club
- Participated in School Clean-up""
",3.52,3.93,"Business, Management & Finance",No
5/10/2025 19:38,,Others,Female,Malaysian,"RM10,971 – RM15,040",8,C+,G,G,E,C+,None,C,C+,C+,D,None,D,8.58,"""- Class Monitor
- Assistant Treasurer of Club
- Represented School in Drama
- Committee Member of Eco Club
- Volunteer in Blood Donation Drive""
",3.59,3,Computer Science & Information Technology,No
5/10/2025 19:39,,23,Female,Malaysian,"Above RM15,040",8,B+,B,D,E,None,A,None,C,C,None,A-,B,8.41,"""- Represented School in Drama
- Assistant Treasurer of Club
- Committee Member of Eco Club
- Class Monitor
- Volunteer in Blood Donation Drive""
",3.33,2.37,Economics / Public Policy,No
5/10/2025 19:40,,23,Female,Malaysian,"RM7,101 – RM10,970",9,D,B+,A+,A+,B,None,D,B,D,None,None,B,7.21,"""- Attended Motivational Camp
- Booth Helper during Sports Day
- Participated in School Clean-up
- Joined Photography Club
- Member of Library Club""
",3.8,3.37,Science & Mathematics,No
5/10/2025 20:59,,21,Female,Malaysian,"RM4,851 – RM7,100",10,E,D,E,A-,A,None,A-,A+,G,A-,A-,None,9.01,"""- Attended Motivational Camp
- Participated in School Clean-up
- Booth Helper during Sports Day
- Member of Library Club
- Joined Photography Club""",3.73,2.48,Computer Science & Information Technology,No
5/10/2025 21:12,,22,Female,Malaysian,"Above RM15,040",9,B+,C,C+,C,None,A,None,A-,B+,None,None,A,6.01,"""- Class Monitor
- Represented School in Drama
- Volunteer in Blood Donation Drive
- Assistant Treasurer of Club
- Committee Member of Eco Club""",3.16,3.87,Others,No
5/10/2025 21:17,,20,Female,Malaysian,"Below RM4,850",10,G,C,A-,A+,None,A,A-,None,None,None,D,None,5.63,"""- Booth Helper during Sports Day
- Participated in School Clean-up
- Joined Photography Club
- Attended Motivational Camp
- Member of Library Club""",3.42,2.36,Accounting,No
