Timestamp,Username,1. Age (in January 2025) ,2. Gender,3. Citizenship Status,4. What is your household's monthly income range?  ,5. Number of SPM subjects,6. Grades for each core SPM subjects  [Bahasa Melayu],6. Grades for each core SPM subjects  [Bahasa Inggeris],6. Grades for each core SPM subjects  [Sejarah],6. Grades for each core SPM subjects  [Matematik],"7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Islam]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Pendidikan Moral]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Matematik Tambahan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Fizik]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Kimia]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Biologi]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Prinsip Perakaunan]","7. Grades for each additional SPM subject ( If you did not take the subject, please select ""None"" ) [Ekonomi]",8. PAJSK Score (range: 0.00 – 10.00),"9. Top 5 Co-curricular Highest Achievements

Example:
- Gold Medalist in the International Mathematics Olympiad (IMO) 2023
- President of the Science & Innovation Club, Organized National STEM Fair 2022
- Captain of the State Football Team, Represented Malaysia in ASEAN Youth Championship
(Please continue in this format until you have listed 5 achievements.)","10. What is your CGPA for your pre-university program?
(e.g., Diploma, Foundation, Matrikulasi, or STPM)

Example: 
3.96","11. What is your CGPA for your first semester in degree study? 

Example: 
3.96  ",12. What is your current field of study?,"13. Are you currently receiving a merit-based scholarship (not a loan or PTPTN)?
(e.g., JPA, university excellence scholarship, state foundation scholarships, etc)"
2025/05/10 11:21:25 PM GMT+8,,20,Female,Malaysian,"RM4,851 - RM7,100",11,C,A,B+,B+,C+,None,A,C,None,None,None,B,5.86,"; Participated in School Clean-up
; Joined Photography Club
; Member of Library Club
; Attended Motivational Camp
; Booth Helper during Sports Day",3.28,2.7,Computer Science & Information Technology,No
2025/05/10 11:22:23 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,D,A+,D,C+,None,D,A-,A,B,A-,None,None,7.6,"; Assistant Treasurer of Club
; Represented school in Drama
; volunteer in Blood Donation Drive
; Committee Member of eco Club
; Class Monitor",3.12,2.43,Science & Mathematics,No
2025/05/10 11:22:23 PM GMT+8,,20,Female,Malaysian,"Above RM15,040",10,A,D,G,A,A+,None,None,A,None,D,G,None,4.86,"; Committee Member of Eco Club
; Assistant Treasurer of Club
; Represented School in Drama
; Volunteer in Blood Donation Drive
; Class Monitor",2.64,3.58,Others,No
2025/05/10 11:23:29 PM GMT+8,,21,Female,Malaysian,"Above RM15,040",10,G,A+,D,C,None,C,None,None,A+,C+,None,A+,7.77,"; Attended Motivational Camp
; Joined Photography Club
; Booth Helper during Sports Day
; Member of Library Club
; Participated in School Clean-up",3.03,3.12,Actuarial Science / Statistics,No
2025/05/10 11:24:31 PM GMT+8,,22,Female,Malaysian,"RM4,851 - RM7,100",9,A+,A+,A-,B,None,E,None,None,E,None,B,None,6.1,"; Attended Motivational Camp
; Joined Photography Club
; Booth Helper during Sports Day
; Member of Library Club
; Participated in School Clean-up",3.13,2.63,"Business, Management & Finance",No
2025/05/10 11:24:47 PM GMT+8,,23,Female,Malaysian,"Below RM4,850",10,A+,B,A,C,None,G,None,C+,A,D,B,None,4.53,"; Attended Motivational Camp
; participated in school Clean-Up
; joined Photography Club
; Member of Library Club
; Booth Helper during Sports Day",3.79,3.66,Science & Mathematics,No
2025/05/10 11:25:30 PM GMT+8,,20,Female,Malaysian,"RM4,851 - RM7,100",10,C+,B+,D,D,None,G,C+,None,A-,A+,A+,None,8.31,"; Participated in School Clean-up
; Joined Photography Club
; Attended Motivational Camp
; Member of Library Club
; Booth Helper during Sports Day",3.71,2.94,Engineering,No
2025/05/10 11:26:26 PM GMT+8,,21,Female,Malaysian,"Below RM4,850",9,A,C+,A+,E,A-,None,B+,None,None,A+,B,B,8.45,"; Volunteer in Blood Donation Drive
; Represented School in Drama
; Committee Member of Eco Club
; Assistant Treasurer of Club
; Class Monitor",2.76,2.75,Science & Mathematics,No
2025/05/10 11:27:07 PM GMT+8,,21,Female,Malaysian,"Below RM4,850",10,E,G,C,A,None,B,C,B+,C,A-,D,None,8.55,"; Booth Helper during Sports Day
; joined Photography Club
; participated in school Clean-Up
; Attended Motivational Camp
; Member of Library Club",3.27,3.13,Others,No
2025/05/10 11:27:29 PM GMT+8,,20,Female,Malaysian,"RM4,851 - RM7,100",9,A,C+,B+,B,None,B+,C+,None,None,None,None,None,9.33,"; Committee Member of Eco Club
; Assistant Treasurer of Club
; Class Monitor
; Volunteer in Blood Donation Drive
; Represented School in Drama",2.79,2.94,Actuarial Science / Statistics,No
2025/05/10 11:28:26 PM GMT+8,,21,Female,Malaysian,"Above RM15,040",9,B+,A+,G,G,E,None,A-,A+,None,A-,None,None,9.37,"; Joined Photography Club
; Attended Motivational Camp
; Member of Library Club
; Participated in School Clean-up
; Booth Helper during Sports Day",3.26,3.58,Actuarial Science / Statistics,No
2025/05/10 11:29:21 PM GMT+8,,22,Female,Malaysian,"Above RM15,040",9,E,D,A-,C+,None,E,D,G,G,None,B+,B+,6.68,"; Booth Helper during Sports Day
; Participated in School Clean-up
; Joined Photography Club
; Attended Motivational Camp
; Member of Library Club",2.88,2.44,Actuarial Science / Statistics,No
2025/05/10 11:30:17 PM GMT+8,,23,Female,Malaysian,"RM7,101 - RM10,970",9,C+,B+,G,A+,None,E,C,C,D,C,D,A,6.48,"; Committee Member of Eco Club
; Volunteer in Blood Donation Drive
; Class Monitor
; Assistant Treasurer of Club
; Represented School in Drama",3.89,2.47,Accounting,No
2025/05/10 11:30:22 PM GMT+8,,23,Female,Malaysian,"RM10,971 - RM15,040",9,G,C,A,C,None,G,C,E,D,None,None,None,9.62,"; Member of Library Club
; Attended Motivational Camp
; joined Photography Club
; Booth Helper during Sports Day
; participated in school Clean-Up",2.62,3.66,Engineering,No
2025/05/10 11:31:14 PM GMT+8,,20,Female,Malaysian,"Below RM4,850",9,C+,B+,C+,B,None,B,G,None,None,None,None,None,4.55,"; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club
; Represented School in Drama
; Class Monitor
; Committee Member of Eco Club",3.73,3.59,Actuarial Science / Statistics,No
2025/05/10 11:32:20 PM GMT+8,,20,Female,Malaysian,"Above RM15,040",11,A-,C,B+,B+,D,None,G,None,None,None,A,B+,6.86,"; Class Monitor
; Represented School in Drama
; Assistant Treasurer of Club
; Volunteer in Blood Donation Drive
; Committee Member of Eco Club",3.06,3.28,Computer Science & Information Technology,No
2025/05/10 11:33:22 PM GMT+8,,20,Female,Malaysian,"Below RM4,850",9,C+,C+,B+,C,None,C,None,None,G,A+,None,C+,7.63,"; Member of Library Club
; Participated in School Clean-up
; Joined Photography Club
; Attended Motivational Camp
; Booth Helper during Sports Day",2.6,2.96,"Business, Management & Finance",No
2025/05/10 11:34:23 PM GMT+8,,22,Female,Malaysian,"RM7,101 - RM10,970",10,D,B,A,A-,E,None,G,A-,C,B+,E,A+,6.53,"; Committee Member of Eco Club
; Represented School in Drama
; Class Monitor
; Volunteer in Blood Donation Drive
; Assistant Treasurer of Club",2.74,2.49,Actuarial Science / Statistics,No
2025/06/30 2:15:42 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A+,A,A+,A,A+,None,A-,A,A,A-,None,None,9.54,"; Volunteered as Tutor for Underprivileged Students
; District Representative in State Cricket Cup
; Top Finalist in International Science Video Competition
; Organizing Chairperson of National Youth Leadership Summit 2023
; Top Scorer in District Basketball League 2022
",3.9,3.87,Computer Science & Information Technology,Yes
2025/06/30 2:17:15 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A+,A+,A,A,None,A,A+,A+,A+,A,None,None,9.81,"; Honored Performer at Merdeka Celebration Parade 2022
; President of the Science & Innovation Club, Organized National STEM Fair 2022
; Team Leader for ASEAN Future Leaders Camp
; State Representative in Netball, Bronze in MSSM Nationals
; Gold Medal at National Computing Challenge
",3.82,3.95,Engineering,Yes
2025/06/30 2:18:29 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A,A,A,A+,A+,None,A-,A,A,A-,None,None,9.45,"; Winner of Inter-School Badminton Tournament 2023
; Led Donation Campaign for War Victims
; Captain of the State Football Team, Represented Malaysia in ASEAN Youth Championship
; Head Prefect of Secondary School, Managed 30-member discipline team
; Mentor for Junior Achievement Leadership Program
",3.87,3.9,Actuarial Science / Statistics,Yes
2025/06/30 2:19:42 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A+,A+,A+,A+,A+,None,A,A,A+,A+,None,None,9.57,"; Top Finalist in International Science Video Competition
; National Taekwondo Silver Medalist 2022
; Winner of State Visual Art Exhibition 2022
; First Prize in ASEAN Chemistry Quiz 2023
; Assistant Coordinator for State Blood Donation Campaign
",3.98,3.89,Economics / Public Policy,Yes
2025/06/30 2:20:36 PM GMT+8,,22,Male,Malaysian,"Below RM4,850",10,A+,A,A+,A-,A,None,A+,A+,A+,A+,A,None,9.82,"; Conducted Flood Relief Donation Drive in Kelantan
; Trained 50 Primary Kids in STEM DIY Projects
; National Delegate at ASEAN Youth Leaders Conference
; State Champion in Long Jump, MSSS 2022
; Team Captain for State Relay Team, Broke School Record",3.92,2.89,Computer Science & Information Technology,Yes
2025/06/30 2:20:54 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A+,A-,A,A,None,A,A-,A-,A,A-,None,None,9.32,"; Active Member of School Environmental Awareness Movement
; Head Prefect of Secondary School, Managed 30-member discipline team
; Represented Malaysia in ASEAN Youth Volleyball Championship
; District Champion in Swimming, MSSS Aquatic Meet 2022
; Conducted Art Workshop at Regional Education Fair
",3.67,3.89,Law / Legal Studies,Yes
2025/06/30 2:21:53 PM GMT+8,,22,Male,Malaysian,"Below RM4,850",10,A+,A+,A,A+,A,None,A+,A,A+,A+,None,A+,9.9,"; Choreographer for District Cultural Dance Festival
; National Delegate at ASEAN Youth Leaders Conference
; Raised RM8,000 for Cancer Aid Foundation
; Bronze Medalist in National Judo Championship
; Ran Free Coding Classes for Orphans and Refugees",3.88,3.87,Engineering,Yes
2025/06/30 2:22:26 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A-,A,A,A,None,A+,A,A,A+,A+,None,None,9.12,"; Honored Performer at Merdeka Celebration Parade 2022
; First Prize in ASEAN Chemistry Quiz 2023
; Speaker at Anti-Vape School Awareness Program
; Mentor for Junior Achievement Leadership Program
; Top Awardee at Malaysia Youth Art Awards 2022
",3.88,3.98,Accounting,Yes
2025/06/30 2:23:44 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A+,A+,A+,A+,A+,None,A+,A,A,A-,None,None,9.82,"; Youth Ambassador for Digital Literacy Movement
; Active Member of school Environmental Awareness Movement
; First place in state-Level Traditional Dance Contest
; President of Malaysian Red Crescent Society school Chapter
; Led Beach Cleaning Initiative in Langkawi",3.97,3.89,Others,Yes
2025/06/30 2:24:03 PM GMT+8,,22,Male,Malaysian,"Below RM4,850",10,A+,A,A+,A+,None,A,A,A+,A+,A+,A+,None,8.82,"; Runner-up in MSSM Handball Tournament
; Ambassador for Malaysia Youth Entrepreneurship Program
; Ranked Top 3 in Malaysian National Coding League
; Chief Editor of English Literary Journal, Published Nationwide
; Head of STEM Carnival 2022 at School Level",3.96,3.92,Science & Mathematics,Yes
2025/06/30 2:24:49 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A-,A-,A,A,None,A+,A-,A-,A,A,None,None,9.36,"; Runner-up in National Tennis Junior Cup
; National Taekwondo Silver Medalist 2022
; Secretary of Student Council, Led Mental Health Awareness Campaign
; District Champion in Swimming, MSSS Aquatic Meet 2022
; Top Scorer in District Basketball League 2022
",3.9,3.93,Law / Legal Studies,Yes
2025/06/30 2:25:24 PM GMT+8,,22,Male,Malaysian,"Below RM4,850",10,A+,A+,A+,A+,None,A+,A+,A+,A+,A+,None,A+,9.92,"; Chairperson of Anti-Bullying Campaign Across 5 Schools
; Advocate for Cyber Wellness Awareness Campaign
; Won Jury's Choice Award at School Theatre Night
; Awarded Best Project in National IT Expo (NITEX)
; State Champion in Long Jump, MSSS 2022",3.72,3.87,Economics / Public Policy,Yes
2025/06/30 2:25:51 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A+,A+,A,A,A,None,A+,A+,A+,A+,None,None,9.47,"; Chairperson of school Debating Society, Hosted state Debating League
; Runner-Up in National Tennis Junior Cup
; champion of National Digital Drawing Contest
; captain of the state football Team, Represented Malaysia in ASEAN Youth Championship
; Conducted Art Workshop at Regional Education Fair",3.97,3.95,Accounting,Yes
2025/06/30 2:27:07 PM GMT+8,,22,Male,Malaysian,"Below RM4,850",10,A,A+,A,A+,A-,None,A,A,A+,A+,A+,None,7.82,"; Participant in Malaysia Youth Triathlon Open
; Captain of District Hockey Team, Qualified for State Finals
; State Champion in Long Jump, MSSS 2022
; Planted 300 Trees with Eco Warriors Malaysia
; Head of STEM Carnival 2022 at School Level",3.91,3.89,Accounting,Yes
2025/06/30 2:27:10 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A,A,A,A,None,A-,A,A-,A-,A-,None,None,9.12,"; Champion of State Karate-Do Open Tournament
; Gold Medalist in the International Mathematics Olympiad (IMO) 2023
; Founder of 'Green School Project', Awarded by Ministry of Environment
; National Finalist in Microsoft Imagine Cup Malaysia
; Top Awardee at Malaysia Youth Art Awards 2022
",3.83,3.96,Actuarial Science / Statistics,Yes
2025/06/30 2:28:52 PM GMT+8,,22,Male,Malaysian,"Below RM4,850",10,A,A+,A,A+,None,A+,A+,A+,A,A,A,None,8.82,"; Chairperson of Anti-Bullying Campaign Across 5 Schools
; Top 5 in National School Golf Competition
; Top 5 Winner of International Math Modeling Competition
; Head Organizer of Malaysian Future Leaders Camp
; Planted 300 Trees with Eco Warriors Malaysia",3.89,3.88,"Business, Management & Finance",Yes
2025/06/30 2:30:16 PM GMT+8,,22,Male,Malaysian,"Below RM4,850",10,A,A-,A+,B+,A-,None,A+,B+,A+,A+,A+,None,8.89,"; Conducted Flood Relief Donation Drive in Kelantan
; Advocate for Cyber Wellness Awareness Campaign
; Established Student peer Tutoring Scheme
; Choreographer for District Cultural Dance Festival
; Head Organizer of Malaysian Future Leaders Camp",3.99,3.98,Law / Legal Studies,Yes
2025/06/30 2:32:18 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A,A,A,A,None,A,A+,A-,A-,A-,None,None,9.45,"; Top Scorer in National Science Challenge 2023
; Best Solo Performance in National Music Festival
; Led Donation Campaign for War Victims
; Co-founder of 'Books for Hope' Donation Program
; Secretary of Student Council, Led Mental Health Awareness Campaign
",3.93,3.95,Others,Yes
2025/06/30 2:34:21 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A-,A,A+,A+,A+,None,A+,A,A,A,None,None,9.5,"; President of the Science & Innovation Club, Organized National STEM Fair 2022
; Assistant Coordinator for State Blood Donation Campaign
; Lead Actress in National Theatre Competition, Won Best Performance Award
; 1st Runner-up in School Photography Contest, Published in Magazine
; Organized Charity Food Drive for Orphanages
",3.97,3.91,Accounting,Yes
2025/06/30 2:39:41 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A+,A,A+,A,A-,None,A,A,A-,A-,None,None,9.57,"; Gold Medalist in the International Mathematics Olympiad (IMO) 2023
; Co-founder of 'Books for Hope' Donation Program
; Vice President of Girls Empowerment Club, Conducted Statewide Workshops
; Team Leader for ASEAN Future Leaders Camp
; School MVP for Track & Field 2023
",3.96,3.87,Accounting,Yes
2025/06/30 2:40:43 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A-,A,A+,A,A-,None,A,A,A,A-,None,None,9.5,"; Built Reading Corner for Orang Asli Community
; Team Leader for ASEAN Future Leaders Camp
; Captain of the State Football Team, Represented Malaysia in ASEAN Youth Championship
; Volunteered 100 Hours at Local Public Library
; Top Awardee at Malaysia Youth Art Awards 2022
",3.95,3.88,"Business, Management & Finance",Yes
2025/06/30 2:41:42 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A,A-,A,A+,None,A,A,A,A-,A,None,None,9.78,"; Champion of National School Choir Competition 2023
; Runner-up in National Tennis Junior Cup
; Mentor for Junior Achievement Leadership Program
; Conducted Art Workshop at Regional Education Fair
; Club President of Tech for Change, Mentored 50 juniors in programming
",3.95,3.86,Law / Legal Studies,Yes
2025/06/30 2:42:45 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A-,A,A-,A,A+,None,A,A,A,A-,None,None,9.35,"; Student Speaker at National Education Symposium
; Directed Short Film for National Anti-Bullying Campaign
; Co-founder of STEM Girls Malaysia
; Champion of National Digital Drawing Contest
; State Gold Medalist in 100m Sprint, MSSM Games 2023
",3.95,3.85,Accounting,Yes
2025/06/30 2:43:44 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A-,A,A+,A-,A+,None,A-,A-,A-,A-,None,None,9.67,"; Finalist in International Astronomy Olympiad 2022
; Organizer of Monthly School Recycle Day
; Organizing Chairperson of National Youth Leadership Summit 2023
; Represented Malaysia in ASEAN Youth Volleyball Championship
; MSSS Chess State Representative, Reached National Quarterfinals
",3.87,3.92,Computer Science & Information Technology,Yes
2025/06/30 2:44:40 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A,A+,A-,A-,None,A+,A,A,A+,A,None,None,9.32,"; Chairperson of School Debating Society, Hosted State Debating League
; Honored Performer at Merdeka Celebration Parade 2022
; Silver Medalist in Global Innovation Challenge 2023
; Represented Malaysia in ASEAN Youth Volleyball Championship
; Community Facilitator in Local Digital Literacy Drive
",3.97,3.85,Science & Mathematics,Yes
2025/06/30 2:45:43 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A-,A+,A-,A,A,None,A-,A-,A,A-,None,None,9.34,"; Co-founder of STEM Girls Malaysia
; Team Leader for ASEAN Future Leaders Camp
; National Winner of Young Mathematicians Contest
; MSSS Chess State Representative, Reached National Quarterfinals
; Best Script Award at Malaysia Student Film Festival 2023
",3.95,3.89,Economics / Public Policy,Yes
2025/06/30 2:46:51 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A,A-,A+,A-,A,None,A+,A+,A,A,None,None,9.5,"; Winner of Inter-School Badminton Tournament 2023
; First Place in State-Level Traditional Dance Contest
; Gold Medalist in the International Mathematics Olympiad (IMO) 2023
; State Gold Medalist in 100m Sprint, MSSM Games 2023
; Editor-in-Chief of School Magazine, Published 2 Annual Editions
",3.97,3.92,Actuarial Science / Statistics,Yes
2025/06/30 2:48:06 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A-,A,A-,A+,None,A,A-,A-,A,A+,None,None,9.21,"; Active Member of School Environmental Awareness Movement
; Winner of Inter-School Badminton Tournament 2023
; Gold Medalist in the International Mathematics Olympiad (IMO) 2023
; Lead Role in State-Level Drama Fest
; Champion of National Digital Drawing Contest
",3.89,3.91,Engineering,Yes
2025/06/30 2:49:11 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A+,A+,A+,A+,None,A+,A,A,A-,A+,None,None,9.45,"; Volunteered as Tutor for Underprivileged Students
; Honored Performer at Merdeka Celebration Parade 2022
; Directed Short Film for National Anti-Bullying Campaign
; Winner of School-Level Cross Country Marathon
; Community Facilitator in Local Digital Literacy Drive
",3.98,3.96,Accounting,Yes
2025/06/30 2:50:14 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A+,A+,A+,A+,A+,None,A+,A+,A+,A+,None,None,9.23,"; District Representative in State Cricket Cup
; Represented School in International Youth Science Forum
; First Prize in ASEAN Chemistry Quiz 2023
; Grand Prize Winner in Intel ISEF 2022
; Head Prefect of Secondary School, Managed 30-member discipline team
",3.98,3.96,Others,Yes
2025/06/30 2:53:10 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A,A,A+,A,A-,None,A+,A,A-,A-,None,None,9.76,"; Champion of State Karate-Do Open Tournament
; Student Speaker at National Education Symposium
; Co-founder of STEM Girls Malaysia
; Winner of State Visual Art Exhibition 2022
; President of Malaysian Red Crescent Society School Chapter
",3.92,3.97,"Business, Management & Finance",Yes
2025/06/30 2:54:19 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A,A+,A,A+,None,A,A,A,A-,A-,None,None,9.21,"; Active Member of School Environmental Awareness Movement
; Co-founder of STEM Girls Malaysia
; Best Research Paper Award at National Young Scientists Conference
; First Prize in ASEAN Chemistry Quiz 2023
; Winner of School-Level Cross Country Marathon
",3.95,3.87,Accounting,Yes
2025/06/30 2:56:18 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A,A-,A,A-,None,A+,A,A-,A-,A-,None,None,9.92,"; Co-founder of STEM Girls Malaysia
; Represented School in International Youth Science Forum
; Co-founder of 'Books for Hope' Donation Program
; Represented Malaysia in Asian Physics Olympiad 2022
; Club President of Tech for Change, Mentored 50 juniors in programming
",3.98,3.97,Science & Mathematics,Yes
2025/06/30 2:57:39 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A,A-,A,A-,None,A+,A,A+,A+,A+,None,None,9.45,"; Built Reading Corner for Orang Asli Community
; State Representative in Netball, Bronze in MSSM Nationals
; Founder of 'Green School Project', Awarded by Ministry of Environment
; Mentor for Junior Achievement Leadership Program
; Club President of Tech for Change, Mentored 50 juniors in programming
",3.97,3.95,Computer Science & Information Technology,Yes
2025/06/30 2:58:43 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A,A,A,A,None,A,A,A,A-,A-,None,None,9.35,"; Gold Medalist in the International Mathematics Olympiad (IMO) 2023
; Winner of University Sponsored Cultural Essay Writing
; First Prize in ASEAN Chemistry Quiz 2023
; Organizing Chairperson of National Youth Leadership Summit 2023
; Led Beach Cleaning Initiative in Langkawi
",3.89,3.92,"Business, Management & Finance",Yes
2025/06/30 2:59:57 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A,A,A-,A+,A+,None,A+,A+,A+,A+,None,None,9.35,"; Organizer of Monthly School Recycle Day
; National Winner of Young Mathematicians Contest
; Winner of University Sponsored Cultural Essay Writing
; School MVP for Track & Field 2023
; District Champion in Swimming, MSSS Aquatic Meet 2022
",3.86,3.95,Science & Mathematics,Yes
2025/06/30 3:05:19 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A,A,A,A,None,A+,A+,A,A,A,None,None,9.35,"; Conducted Mask Distribution Drive During Pandemic
; Volunteered 100 Hours at Local Public Library
; Head Prefect of Secondary School, Managed 30-member discipline team
; School MVP for Track & Field 2023
; Top Scorer in District Basketball League 2022
",3.98,3.86,Engineering,Yes
2025/06/30 3:18:10 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A-,A-,A,A,A+,None,A,A,A,A,None,None,9.43,"; Top Scorer in National Science Challenge 2023
; Silver Medalist in Global Innovation Challenge 2023
; Represented Malaysia in Asian Physics Olympiad 2022
; Speaker at Anti-Vape School Awareness Program
; Lead Actress in National Theatre Competition, Won Best Performance Award",3.98,3.96,Actuarial Science / Statistics,Yes
2025/06/30 3:19:00 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A+,A+,A,A,A-,None,A+,A+,A+,A+,None,None,9.67,"; Winner of Inter-School Badminton Tournament 2023
; First Place in State-Level Traditional Dance Contest
; Runner-up in National Tennis Junior Cup
; Volunteered 100 Hours at Local Public Library
; Editor-in-Chief of School Magazine, Published 2 Annual Editions
",3.89,3.91,Engineering,Yes
2025/06/30 3:19:59 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A,A+,A,A+,A-,None,A+,A+,A+,A,None,None,9.37,"; Chairperson of School Debating Society, Hosted State Debating League
; Honored Performer at Merdeka Celebration Parade 2022
; Represented Malaysia in ASEAN Youth Volleyball Championship
; Mentor for Junior Achievement Leadership Program
; Champion of National Robotics Competition 2022
",3.87,3.92,Accounting,Yes
2025/06/30 3:20:53 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A+,A-,A,A+,None,A+,A-,A-,A,A,None,None,9.35,"; Bronze Medalist in National Archery Championship
; Best Research Paper Award at National Young Scientists Conference
; Speaker at Anti-Vape School Awareness Program
; District Champion in Swimming, MSSS Aquatic Meet 2022
; Editor-in-Chief of School Magazine, Published 2 Annual Editions
",3.95,3.93,"Business, Management & Finance",Yes
2025/06/30 3:21:50 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A,A,A,A,A-,None,A-,A-,A-,A+,None,None,9.32,"; Gold Medalist in the International Mathematics Olympiad (IMO) 2023
; National Taekwondo Silver Medalist 2022
; Team Leader for ASEAN Future Leaders Camp
; MSSS Chess State Representative, Reached National Quarterfinals
; Exhibited Original Paintings in State Art Gallery
",3.95,3.98,Economics / Public Policy,Yes
2025/06/30 3:22:47 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A-,A-,A,A,A+,None,A-,A-,A,A,None,None,9.65,"; Honored Performer at Merdeka Celebration Parade 2022
; Runner-up in National Tennis Junior Cup
; Organizing Chairperson of National Youth Leadership Summit 2023
; President of Malaysian Red Crescent Society School Chapter
; District Champion in Swimming, MSSS Aquatic Meet 2022
",3.89,3.92,Law / Legal Studies,Yes
2025/06/30 3:23:41 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A-,A-,A,A,A+,None,A+,A+,A+,A+,None,None,9.34,"; Co-founder of STEM Girls Malaysia
; Runner-up in National Tennis Junior Cup
; Fundraised RM10,000 for Flood Victims Relief
; First Prize in ASEAN Chemistry Quiz 2023
; Best Script Award at Malaysia Student Film Festival 2023
",3.96,3.92,Science & Mathematics,Yes
2025/06/30 3:24:33 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A,A,A+,A+,A+,None,A-,A,A,A,None,None,9.87,"; First Place in State-Level Traditional Dance Contest
; Winner of University Sponsored Cultural Essay Writing
; Organizing Chairperson of National Youth Leadership Summit 2023
; Winner of School-Level Cross Country Marathon
; Top Scorer in District Basketball League 2022
",3.9,3.89,Computer Science & Information Technology,Yes
2025/06/30 3:25:29 PM GMT+8,,21,Female,Malaysian,"RM7,101 - RM10,970",9,A,A,A-,A-,A+,None,A,A,A+,A-,None,None,9.23,"; Organizer of Monthly School Recycle Day
; National Taekwondo Silver Medalist 2022
; Volunteered 100 Hours at Local Public Library
; Gold Medal at National Computing Challenge
; Community Facilitator in Local Digital Literacy Drive
",3.95,3.96,Accounting,Yes
2025/06/30 4:28:23 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A-,A,A-,A-,A,None,A+,A,A,A-,None,None,9.32,"; District Representative in State Cricket Cup
; Represented Malaysia in Asian Physics Olympiad 2022
; Grand Prize Winner in Intel ISEF 2022
; Top Scorer in District Basketball League 2022
; Club President of Tech for Change, Mentored 50 juniors in programming
",3.91,3.93,Engineering,Yes
2025/06/30 4:29:20 PM GMT+8,,21,Female,Malaysian,"RM10,971 - RM15,040",9,A+,A+,A+,A,A+,None,A,A-,A+,A+,None,None,9.12,"; Finalist in International Astronomy Olympiad 2022
; Conducted Mask Distribution Drive During Pandemic
; President of the Science & Innovation Club, Organized National STEM Fair 2022
; Winner of University Sponsored Cultural Essay Writing
; Led Beach Cleaning Initiative in Langkawi
",3.92,3.87,Economics / Public Policy,Yes
